date,airline,origin,destination,departure_time,distance,arrival_delay,weather_condition,wind_speed,visibility,month,day,weekday,delayed
2024-05-10,4,7,2,1002,1467,0,0,10.996799808844226,9.892894926522247,5,10,4,0
2024-10-27,3,11,2,511,1542,-5,0,5.93942552424709,8.837734706390743,10,27,6,0
2024-05-17,1,6,2,1654,464,24,0,1.17131924150176,7.866017692323444,5,17,4,1
2024-12-31,4,6,11,2266,1068,25,0,12.044451102988392,7.01691092529632,12,31,1,1
2024-11-13,1,0,7,2185,925,19,0,5.685133747940832,8.87987524587712,11,13,2,1
2024-10-11,2,10,4,1421,1337,12,0,5.4241755157758025,9.467176509214942,10,11,4,0
2024-01-08,2,4,7,1868,942,30,0,0.638780588044357,8.70683788168132,1,8,0,1
2024-12-12,0,5,7,2087,302,35,0,13.82783908979956,9.890450488149773,12,12,3,1
2024-11-04,0,8,4,2022,1771,61,0,5.411439064390684,9.054695958250552,11,4,0,1
2024-07-28,3,3,4,1277,1089,-6,0,1.1217895482436446,8.965198414856383,7,28,6,0
2024-06-23,4,2,9,1930,2325,20,0,1.1325142860454167,8.025944370698058,6,23,6,1
2024-08-29,5,5,9,954,1712,7,0,2.989772438041169,9.134918780937198,8,29,3,0
2024-02-20,4,8,0,1200,1902,19,0,0.7280812651647472,8.236012073717497,2,20,1,1
2024-05-22,3,10,11,1600,1778,-3,0,9.041400060062982,9.008331742654846,5,22,2,0
2024-12-13,1,2,6,1822,1989,8,0,12.888926752229706,8.127706265550092,12,13,4,0
2024-06-04,2,2,7,1504,545,14,0,7.907143940917535,8.181074241254617,6,4,1,0
2024-08-24,1,0,6,990,1630,25,0,1.190282850471012,7.94733847061644,8,24,5,1
2024-12-28,6,2,5,870,441,0,0,3.2156189067106764,8.162374268919534,12,28,5,0
2024-08-16,0,3,5,765,1368,-10,0,12.04158432049446,8.67061526368134,8,16,4,0
2024-06-05,3,3,11,2129,956,23,0,1.1069478007275584,9.03640312028008,6,5,2,1
2024-12-25,2,0,10,573,2375,5,0,8.093847177793636,9.010784789099215,12,25,2,0
2024-04-21,6,2,1,736,555,15,1,15.39218777005157,4.093592210629897,4,21,6,0
2024-03-23,0,11,8,1292,1757,9,0,3.923978279332165,9.414521649320664,3,23,5,0
2024-06-13,6,10,7,758,2086,37,1,20.432916451108493,2.2157729938635216,6,13,3,1
2024-10-02,4,7,0,1437,2068,22,0,11.449471555018226,9.863422059334413,10,2,2,1
2024-01-02,6,0,2,513,1165,-2,0,10.54345468413002,7.392584509192136,1,2,1,0
2024-03-12,4,2,6,1716,436,12,0,0.972096907548945,9.245842996931964,3,12,1,0
2024-02-10,0,6,8,969,1573,-7,0,5.72697317975492,8.70543756325317,2,10,5,0
2024-05-19,0,11,4,1138,393,24,0,11.929731754592716,9.069601015935998,5,19,6,1
2024-05-07,0,2,11,1799,1890,14,0,4.234144633339998,7.799078430536698,5,7,1,0
2024-08-05,3,4,2,2093,2038,32,0,3.323308919464736,9.174134647496407,8,5,0,1
2024-06-18,1,2,10,1352,2301,18,0,4.90756636986584,9.886852953824937,6,18,1,1
2024-04-20,4,6,1,1051,908,-7,0,6.80628948976688,9.510549537839715,4,20,5,0
2024-12-24,0,9,8,994,1354,19,1,22.528579090606463,4.968008107309352,12,24,1,1
2024-05-11,5,1,7,1956,1825,36,0,8.412492290145112,9.06521436199974,5,11,5,1
2024-09-10,3,10,5,1868,1105,119,2,29.72708548676512,0.5103821325913326,9,10,1,1
2024-03-30,4,4,6,1137,568,23,1,24.583441047270725,4.437290826155361,3,30,5,1
2024-05-22,5,2,3,519,1634,10,1,15.679691258807642,4.093758294797151,5,22,2,0
2024-07-04,5,9,1,1495,750,15,0,14.976414490072862,7.321351355014554,7,4,3,0
2024-05-11,2,9,0,1214,1431,11,0,4.017727814845953,9.159961803317248,5,11,5,0
2024-09-15,5,0,1,1005,586,-2,0,14.908945175669862,8.932087523647919,9,15,6,0
2024-02-13,0,8,11,2283,1181,32,0,5.139127249313598,7.823063248584361,2,13,1,1
2024-05-28,4,4,1,1935,2344,8,0,1.9974658546972408,8.717860791766276,5,28,1,0
2024-01-12,5,1,9,2299,1452,66,0,11.296953273915465,9.72577574720854,1,12,4,1
2024-09-21,1,1,6,1183,1518,8,0,5.188568186908188,9.714512780075244,9,21,5,0
2024-11-05,4,5,7,2099,1488,159,2,34.341275750004215,1.0399627959088666,11,5,1,1
2024-11-26,1,10,4,2055,612,39,0,8.07189875302426,8.266658084902431,11,26,1,1
2024-04-13,4,2,6,906,1570,5,0,12.755158253463248,8.53088353288821,4,13,5,0
2024-05-03,0,6,1,1276,2379,19,1,12.651210551986434,2.1835935845740337,5,3,4,1
2024-08-23,3,6,0,592,864,-5,0,8.10768392910169,7.604529970617047,8,23,4,0
2024-08-22,4,10,8,1072,377,20,0,0.1302540363646531,8.817872392147589,8,22,3,1
2024-07-10,5,4,0,886,859,-5,0,8.87332778516268,8.928977240562649,7,10,2,0
2024-09-04,5,11,7,1087,327,23,0,12.28122654015243,8.074701866008665,9,4,2,1
2024-07-14,4,0,8,1741,426,12,0,7.993407714548408,7.387089034865963,7,14,6,0
2024-10-19,6,10,9,853,1590,0,0,11.15693323580706,9.497121557646556,10,19,5,0
2024-09-07,6,3,8,954,1184,-3,0,12.56068018605156,9.710762169078045,9,7,5,0
2024-09-02,3,0,5,893,1964,25,1,12.581942791042904,3.800851159327343,9,2,0,1
2024-08-21,1,9,2,2195,385,60,0,4.379028923587192,9.951894779172587,8,21,2,1
2024-08-24,0,1,10,1078,783,0,0,14.572770898282318,7.552539093467097,8,24,5,0
2024-09-05,0,2,4,1763,379,14,0,5.129901307535262,8.372961979820417,9,5,3,0
2024-11-02,1,0,10,927,2489,17,0,14.36406245279884,7.7311852323051715,11,2,5,1
2024-12-19,1,3,10,2149,1120,54,1,22.79529139029423,2.773513483289412,12,19,3,1
2024-07-26,1,11,10,1798,445,16,0,9.62883854818053,9.687406570332804,7,26,4,1
2024-03-23,2,4,2,1387,1928,3,0,8.927851854412467,7.228428135909951,3,23,5,0
2024-08-01,3,9,11,876,591,12,1,14.82965257967874,2.285179428491058,8,1,3,0
2024-06-11,0,0,1,555,2110,-17,0,9.017330766339718,8.873363829167486,6,11,1,0
2024-05-12,5,9,0,898,701,26,0,5.63810542637628,7.487963027012686,5,12,6,1
2024-05-05,0,6,7,1586,1128,42,1,13.732315419251664,3.0045072542466813,5,5,6,1
2024-07-25,2,8,4,1897,1217,13,0,1.6283087716154516,8.339977750675278,7,25,3,0
2024-07-01,5,10,0,1843,1014,25,0,7.700731880572388,8.156440092758313,7,1,0,1
2024-11-21,2,9,11,1739,1337,18,0,2.674320156741606,9.495942639968442,11,21,3,1
2024-11-23,0,11,5,557,743,0,0,3.3375665371473278,9.8418166182519,11,23,5,0
2024-02-12,3,9,11,1523,1163,26,1,15.098895014423022,4.081023139526556,2,12,0,1
2024-08-14,6,8,9,936,1908,5,0,4.056805935493891,9.128057480619567,8,14,2,0
2024-02-19,6,1,3,1587,1295,19,0,10.09690546163996,7.058726401576273,2,19,0,1
2024-08-07,4,5,9,2278,1538,38,0,6.788320523321373,9.837090886818425,8,7,2,1
2024-06-03,3,9,0,1102,1933,5,0,6.92632080792529,7.893570620859202,6,3,0,0
2024-07-08,4,7,2,1805,2293,24,0,1.6885819360163956,8.370328153280337,7,8,0,1
2024-12-26,3,6,2,1990,1349,94,2,30.869014281764496,1.5817714792668756,12,26,3,1
2024-04-07,2,7,1,974,1041,94,2,31.725404902179832,0.5702373981646064,4,7,6,1
2024-07-02,3,5,6,1305,2295,91,2,38.09153692270391,1.5470447304596426,7,2,1,1
2024-12-10,2,1,0,1191,2424,1,0,4.738262909745444,7.606004923413328,12,10,1,0
2024-10-29,6,3,0,585,1990,24,1,20.356512371468007,4.357667172613112,10,29,1,1
2024-07-14,0,10,4,1215,536,27,0,10.065492776909922,8.865312765994958,7,14,6,1
2024-09-01,5,4,11,592,507,-9,0,4.5207357873316365,8.533800414378167,9,1,6,0
2024-09-09,4,4,8,1457,541,14,0,9.275748555803997,9.336007606878564,9,9,0,0
2024-12-05,5,4,10,602,1344,9,0,11.84606989794364,9.699962539751803,12,5,3,0
2024-02-11,5,0,10,819,524,74,2,35.87636254176442,1.580428855396294,2,11,6,1
2024-08-09,1,8,10,1556,1550,92,2,31.40713288264641,1.464659992222812,8,9,4,1
2024-12-13,0,3,0,1573,2088,5,0,7.81205842647365,7.655255964252746,12,13,4,0
2024-09-01,5,4,0,1414,2232,120,2,32.95455615902628,1.3258964182205155,9,1,6,1
2024-01-12,1,4,8,942,400,-4,1,22.45559310334446,2.7698896240857955,1,12,4,0
2024-03-20,4,9,5,879,353,-18,0,7.57843336656904,7.688111676884526,3,20,2,0
2024-07-28,5,10,0,1543,1036,28,0,8.077243415980004,8.126502419594983,7,28,6,1
2024-12-12,3,0,1,1079,786,34,1,15.308075314402142,2.728362223742881,12,12,3,1
2024-02-15,4,10,0,1238,1281,109,2,35.0804037273202,1.5837659563933757,2,15,3,1
2024-01-07,6,5,8,990,1363,-1,0,3.629351740357199,8.278970371052045,1,7,6,0
2024-08-10,1,3,1,1016,930,-16,0,5.719290987956141,8.1138997268475,8,10,5,0
2024-03-27,5,0,9,1935,441,30,0,2.755807265705465,8.001615051266738,3,27,2,1
2024-12-19,1,1,11,2242,1797,108,2,38.05654281825159,1.447789086682283,12,19,3,1
2024-02-07,2,8,5,2029,1479,49,0,12.57474059226482,9.463734645817915,2,7,2,1
2024-03-10,5,1,7,1333,435,3,0,11.081267706088289,7.972405840356471,3,10,6,0
2024-02-18,6,0,7,1181,2167,27,0,11.715929870835584,9.915491559503412,2,18,6,1
2024-08-07,4,3,9,647,1740,-1,0,7.191066517697566,9.13396282842721,8,7,2,0
2024-04-24,5,2,9,1805,586,42,0,12.683634279382126,8.54166813154361,4,24,2,1
2024-10-19,0,11,3,885,1927,39,1,11.689709097451498,3.277561182012755,10,19,5,1
2024-04-18,5,2,1,1067,1252,26,0,0.7362328638126381,8.039003040980917,4,18,3,1
2024-12-06,5,4,6,1101,301,133,2,45.78020068111682,1.0930854048373742,12,6,4,1
2024-07-04,0,1,6,676,1298,5,1,23.6604129195702,2.127179127932877,7,4,3,0
2024-04-05,0,0,5,506,1702,6,0,0.7452676174818229,9.76441551781928,4,5,4,0
2024-10-29,1,4,2,1774,954,0,0,14.35191092191503,7.823542866370742,10,29,1,0
2024-06-30,4,11,4,1647,2354,23,0,3.4524888063316075,7.75491073606721,6,30,6,1
2024-07-19,4,7,11,1202,1059,30,1,11.368861590218472,4.725118933080807,7,19,4,1
2024-04-17,0,0,2,1687,635,7,0,11.21926932464376,7.536505498109032,4,17,2,0
2024-11-15,0,2,3,836,2388,-7,0,10.04438821168207,8.793180055130772,11,15,4,0
2024-02-17,1,3,8,1226,2276,22,1,10.21305742382958,4.130856021139438,2,17,5,1
2024-06-19,0,8,1,1181,790,8,0,0.6745907350584573,9.22501080456533,6,19,2,0
2024-02-18,2,0,8,590,777,-7,0,8.788890004117924,8.858471251231498,2,18,6,0
2024-11-24,1,1,2,1029,2267,-1,0,0.9360342754057038,9.21246083413208,11,24,6,0
2024-04-16,5,7,0,2027,1804,50,0,2.642624277080605,8.354897673347626,4,16,1,1
2024-07-22,0,8,9,525,805,-3,0,3.4078350361696303,8.563384193937054,7,22,0,0
2024-11-23,3,10,5,1435,1244,6,0,14.635113879333318,7.421831242689386,11,23,5,0
2024-07-25,0,8,9,1366,528,16,0,9.414722696974854,9.186589902071624,7,25,3,1
2024-12-23,4,10,0,2117,466,22,0,12.447822881266989,7.029271907153637,12,23,0,1
2024-02-10,3,9,7,1628,1116,20,0,3.8537078904316697,7.820290309517958,2,10,5,1
2024-08-23,5,0,6,942,2194,5,0,10.526583993605731,7.296811694941168,8,23,4,0
2024-11-10,5,3,2,2003,1389,54,1,20.85161440565622,3.7897212241970784,11,10,6,1
2024-01-03,0,3,4,599,1199,13,0,11.247729320479252,7.466729722546034,1,3,2,0
2024-11-16,3,2,10,1630,2245,-3,0,10.508040060031112,8.044748072139075,11,16,5,0
2024-09-08,5,11,4,2027,1682,41,1,19.32471129867061,3.7960366979880025,9,8,6,1
2024-12-22,2,10,8,2289,1793,36,0,3.680268180504236,9.471167551535858,12,22,6,1
2024-05-14,3,0,10,2144,943,120,2,33.38667694193558,1.2319088289558344,5,14,1,1
2024-10-29,6,3,2,671,917,24,0,10.721980160650292,7.680882575059777,10,29,1,1
2024-11-29,4,11,6,1154,1701,10,0,5.760782294127715,8.08368603362027,11,29,4,0
2024-10-09,4,8,9,1197,504,21,1,11.810520493144145,3.861517835705014,10,9,2,1
2024-11-15,4,7,6,2290,2333,27,0,4.332571890211841,9.56695297304316,11,15,4,1
2024-09-09,3,8,6,1346,1287,5,0,13.856444183467849,8.415086505914871,9,9,0,0
2024-11-20,5,2,4,1858,1264,51,1,18.37897435513496,4.7852755179656725,11,20,2,1
2024-01-20,1,6,10,2280,1428,133,2,25.173704629454846,1.5197862987390642,1,20,5,1
2024-07-31,5,0,10,1326,1606,-5,0,2.634803763624749,8.430947974073648,7,31,2,0
2024-07-16,4,6,0,1683,1124,12,1,20.130073351814133,4.937639482858622,7,16,1,0
2024-06-05,5,5,9,827,1241,13,0,6.581213621656404,7.258394593947027,6,5,2,0
2024-11-15,6,4,2,1281,2022,30,0,4.865016139222876,8.43033423721596,11,15,4,1
2024-07-04,5,10,4,885,2237,6,1,24.405685506095303,3.766088748155626,7,4,3,0
2024-08-12,6,10,7,1512,970,11,0,12.757260895495453,7.527631860807033,8,12,0,0
2024-03-17,5,5,11,1045,2005,19,1,16.176217424944063,4.70188157115488,3,17,6,1
2024-11-17,2,11,4,2049,414,153,2,47.993632407532616,0.9920724528447146,11,17,6,1
2024-04-15,1,7,9,1880,759,44,0,0.15655939840786,7.115800061339777,4,15,0,1
2024-03-23,2,3,11,1700,2452,9,0,1.110447183393894,8.2302126385015,3,23,5,0
2024-06-07,5,6,10,563,1671,19,0,11.263669570343117,7.427475830675724,6,7,4,1
2024-07-23,4,10,2,648,656,-14,0,3.468790971109736,9.55658240241035,7,23,1,0
2024-09-15,6,10,7,1460,2046,29,1,24.532362574445944,3.684591934504455,9,15,6,1
2024-10-22,4,2,9,1693,1081,3,0,0.23435172520744,8.183960054416348,10,22,1,0
2024-11-27,2,10,6,1056,2469,-4,0,0.2381779499424585,9.68011917326142,11,27,2,0
2024-07-06,1,2,8,679,740,8,0,8.405242212831062,9.138891162901013,7,6,5,0
2024-07-01,3,3,8,780,1481,16,0,12.034341188310428,7.757868723642541,7,1,0,1
2024-11-25,1,6,8,1746,1987,7,0,7.46908530197312,7.605360338704793,11,25,0,0
2024-03-26,6,5,8,1100,884,3,0,11.849421532366618,7.183633996249362,3,26,1,0
2024-04-07,0,3,1,1748,2283,18,0,14.904112451337774,8.766387600313507,4,7,6,1
2024-10-05,1,3,0,1934,1120,25,0,0.9373429160054464,7.33245776755109,10,5,5,1
2024-08-16,3,5,4,1140,2088,-10,0,1.338276860206315,8.603471506501101,8,16,4,0
2024-11-12,4,8,0,755,1836,113,2,35.08386383769274,0.6558868886600007,11,12,1,1
2024-11-12,0,3,6,1886,1699,25,0,0.915738100072076,8.887302133177455,11,12,1,1
2024-10-26,5,8,11,754,647,8,0,0.0132525299985342,7.1982109153211,10,26,5,0
2024-04-15,4,8,2,1779,1733,18,1,13.533207269007448,3.449928085316148,4,15,0,1
2024-07-31,5,5,7,2224,2200,145,2,41.28809091727608,0.6405438015917119,7,31,2,1
2024-03-25,3,9,10,1326,590,18,0,11.709443533926342,9.710762571776506,3,25,0,1
2024-09-04,5,4,1,959,926,93,2,33.68948199816167,0.5696087019589475,9,4,2,1
2024-06-23,3,6,4,1048,2404,19,0,10.945216554618474,7.478010437470672,6,23,6,1
2024-02-08,5,5,9,1896,1761,53,0,8.789850496303899,8.05345097982893,2,8,3,1
2024-11-25,4,4,10,2196,1256,60,1,18.496961820833874,2.7841803651014763,11,25,0,1
2024-12-05,4,5,3,1271,2499,-3,0,10.412748207266423,7.016449476245765,12,5,3,0
2024-02-22,6,7,10,1448,1804,-2,0,4.509696948897047,7.967836347231482,2,22,3,0
2024-11-30,1,9,5,1899,889,34,0,14.684909405153627,8.686243398068559,11,30,5,1
2024-02-23,2,3,5,1457,1848,31,0,0.3157918162423623,8.304539169158252,2,23,4,1
2024-04-22,6,11,4,1731,1712,16,0,2.529665125308917,9.396387291839998,4,22,0,1
2024-06-02,4,1,6,1443,1408,147,2,45.86780911441409,0.735669016927974,6,2,6,1
2024-01-06,4,11,9,1729,1502,114,2,35.08689609891844,0.807685959195074,1,6,5,1
2024-07-09,2,5,4,576,590,0,0,2.470789658261489,8.651773199802427,7,9,1,0
2024-04-16,0,3,4,1857,314,34,0,6.632477442737614,8.366484553875566,4,16,1,1
2024-10-01,5,10,11,1333,2075,0,0,11.400728086930217,8.215102004815343,10,1,1,0
2024-11-11,0,4,8,1135,2416,8,0,1.793328063973243,8.239940066840603,11,11,0,0
2024-02-01,0,7,3,2100,2165,3,0,9.932259804127646,9.737483790906744,2,1,3,0
2024-01-04,3,5,1,535,1050,-7,0,14.293373079472705,8.887699580534196,1,4,3,0
2024-09-23,6,7,8,1843,637,84,2,27.47449330343688,0.9339621021312854,9,23,0,1
2024-01-27,0,6,11,1612,1021,9,0,10.52282139790311,8.666327790825369,1,27,5,0
2024-04-02,2,4,8,1060,1810,24,0,10.790832282360723,8.750094043967772,4,2,1,1
2024-03-04,4,1,2,1221,1754,-11,0,3.285731094716784,9.470939585027002,3,4,0,0
2024-11-08,5,8,7,847,2411,92,2,42.6536330986552,1.6619654180586385,11,8,4,1
2024-09-21,2,6,0,1959,427,38,0,1.8258808222264005,8.522862859479424,9,21,5,1
2024-02-13,0,4,0,2191,1275,36,0,8.407101333372372,7.956709942516982,2,13,1,1
2024-01-21,4,9,7,2216,1385,48,0,1.618399310484711,8.895747846761537,1,21,6,1
2024-09-29,0,2,11,1106,770,0,0,11.437784879068998,9.569407542277826,9,29,6,0
2024-07-13,0,8,3,2158,623,32,0,5.312367051914696,7.842519481776645,7,13,5,1
2024-12-02,1,5,9,1192,497,8,0,14.10520252434107,8.367679574351106,12,2,0,0
2024-06-13,6,3,5,709,2451,25,0,5.296071555634398,7.567976705199522,6,13,3,1
2024-04-30,3,11,1,2174,1451,19,0,2.0736347315505474,7.821514051867656,4,30,1,1
2024-01-18,2,11,4,1588,1346,-10,0,9.425260881879478,9.28461109986207,1,18,3,0
2024-04-03,4,7,10,1201,1939,1,0,6.832586382889564,8.048720817665828,4,3,2,0
2024-06-23,1,1,9,2127,1188,59,1,12.231184890547206,3.753089287780091,6,23,6,1
2024-03-22,1,8,10,2190,1177,49,1,11.74280119049442,2.688172142930113,3,22,4,1
2024-08-16,1,11,0,923,961,18,0,2.0933323587680097,9.552459951031068,8,16,4,1
2024-05-11,2,5,0,1162,1902,9,0,2.796260261785072,7.328708167483136,5,11,5,0
2024-08-22,1,5,1,2113,903,60,1,11.324271820517325,3.3619805778494785,8,22,3,1
2024-08-26,3,7,4,1591,2489,6,0,7.956192532500549,7.255687571411376,8,26,0,0
2024-01-06,3,6,3,2058,332,129,2,34.75125209676256,1.2815092235855732,1,6,5,1
2024-11-14,5,1,2,1083,2086,32,1,24.570179892707323,2.325718718317781,11,14,3,1
2024-11-30,1,5,9,2139,372,35,0,8.583889687372224,8.437563029573319,11,30,5,1
2024-12-08,1,0,2,1022,2236,8,0,9.258981251628605,7.055552803081039,12,8,6,0
2024-11-01,0,2,4,1368,1874,0,0,1.0285429771335703,9.014399026893706,11,1,4,0
2024-08-26,3,1,7,865,1355,10,0,6.440368717399526,9.69498451393392,8,26,0,0
2024-08-07,0,6,9,1445,340,31,1,18.119841298704166,3.802337577443898,8,7,2,1
2024-08-26,2,10,1,1724,770,10,0,4.88189209120798,7.78719521717001,8,26,0,0
2024-06-18,5,7,3,1535,2055,32,1,23.874998972005983,3.2633833398784677,6,18,1,1
2024-06-19,5,5,10,875,2102,-5,0,6.258399828026046,8.593956628892869,6,19,2,0
2024-10-17,1,2,7,1140,2327,32,0,6.372061685870581,7.605322793391916,10,17,3,1
2024-05-13,4,9,1,1004,1376,35,0,6.775247804712748,9.566007930468777,5,13,0,1
2024-04-04,6,4,10,976,575,-1,0,4.554873116141213,9.70677397539386,4,4,3,0
2024-01-06,0,5,11,2278,937,10,0,3.146462877615277,9.4358637472261,1,6,5,0
2024-07-24,5,4,11,861,2161,29,1,14.572912919166995,3.9722869355505273,7,24,2,1
2024-12-21,2,7,3,1373,414,4,0,11.272803309337585,7.721384047405307,12,21,5,0
2024-03-30,6,10,7,1533,1206,32,0,8.999753585089506,7.735410746078783,3,30,5,1
2024-09-29,0,5,11,2026,1475,120,2,48.9382300019342,1.5807272404599368,9,29,6,1
2024-01-09,1,7,1,783,1229,3,0,6.910346857538263,7.671583953708724,1,9,1,0
2024-05-11,2,8,7,770,1715,4,0,1.3361496364234249,7.478738517022249,5,11,5,0
2024-09-07,3,5,8,2043,1907,1,0,14.40961486014814,7.338466697685996,9,7,5,0
2024-03-12,2,5,7,2136,1528,15,0,1.0966185461393707,9.764638547513568,3,12,1,0
2024-06-18,5,8,1,1549,930,16,0,13.71793105020664,7.545864755995366,6,18,1,1
2024-02-15,2,6,9,1249,1425,13,0,6.346754095403315,7.185574460440254,2,15,3,0
2024-07-15,3,7,6,1789,1297,44,1,21.24180510366987,4.549353329996402,7,15,0,1
2024-04-22,5,6,9,1724,2291,15,0,5.101463592990945,7.632753145785196,4,22,0,0
2024-12-27,0,10,8,900,2462,28,0,0.7089831254807799,7.198595646664622,12,27,4,1
2024-10-22,4,7,4,1456,1289,25,0,5.09384131809854,8.628739751796735,10,22,1,1
2024-06-17,0,11,1,627,2178,-17,0,14.350612956792608,8.29000446312293,6,17,0,0
2024-10-19,1,3,10,1648,491,25,0,1.7068691765782695,9.583633677906516,10,19,5,1
2024-12-15,5,4,8,1621,1453,97,2,42.88140565792877,0.6993943461262886,12,15,6,1
2024-07-24,4,1,4,606,1062,-9,0,3.423305106020223,7.1306868268385095,7,24,2,0
2024-04-13,4,8,11,543,2173,-17,0,6.048372045949012,7.937420744058118,4,13,5,0
2024-09-15,1,7,1,1985,2327,42,0,10.114663979686696,8.523461975429003,9,15,6,1
2024-05-17,2,11,1,1794,868,17,0,10.25711599372237,7.689709643269052,5,17,4,1
2024-09-27,4,1,4,2064,2128,35,0,14.223507812923868,7.81788795808142,9,27,4,1
2024-02-01,1,7,0,1912,1198,12,0,10.559525216374588,8.891878998290869,2,1,3,0
2024-07-13,2,8,2,1460,1965,53,1,22.380030528624133,4.282914741004513,7,13,5,1
2024-07-24,4,7,8,1505,1297,15,0,5.967713656482698,9.829445916411316,7,24,2,0
2024-10-22,1,6,2,2083,2144,50,0,0.2832349873366729,8.643520703174051,10,22,1,1
2024-06-29,0,0,6,1887,1781,19,0,6.834855914423144,9.24226206396956,6,29,5,1
2024-05-11,0,2,8,1798,1612,10,0,3.246787069819717,9.282601004176232,5,11,5,0
2024-09-23,4,9,6,941,1538,0,0,7.498994272501773,9.280930166212404,9,23,0,0
2024-03-18,3,0,2,2047,1453,36,0,11.893039248152672,7.802698042798512,3,18,0,1
2024-11-30,1,8,1,921,1788,12,0,3.5436844093273794,9.05625653774909,11,30,5,0
2024-07-10,0,5,10,892,1720,28,0,10.171114934180514,7.682111457618611,7,10,2,1
2024-05-23,6,10,9,1778,746,25,0,7.047869075598714,8.782839825981252,5,23,3,1
2024-02-09,6,7,4,1011,650,14,0,1.0729109381220625,8.903069380081703,2,9,4,0
2024-07-26,6,10,8,1218,933,27,0,11.229235564823728,8.709432164896901,7,26,4,1
2024-02-04,4,1,2,1739,2492,19,0,8.313648806641012,8.695934165049172,2,4,6,1
2024-03-13,2,3,9,753,438,47,1,13.596714102097703,4.012915485065031,3,13,2,1
2024-06-17,4,6,4,1540,2155,115,2,38.264050827304416,1.0993272285142708,6,17,0,1
2024-05-24,3,11,9,897,905,-16,0,7.383479510253022,8.35828024084439,5,24,4,0
2024-03-29,2,3,9,1844,440,86,2,27.833220464226805,1.4763849287556952,3,29,4,1
2024-11-27,1,10,8,1428,1891,31,0,11.36502452001822,8.46319359353307,11,27,2,1
2024-05-15,2,10,11,1315,1383,16,0,2.0915691398036067,7.204157214134562,5,15,2,1
2024-10-20,1,0,7,719,1129,26,1,15.855019608119695,2.7000381372485336,10,20,6,1
2024-01-06,4,3,10,1661,2129,85,2,35.4637963012364,1.4945069163081317,1,6,5,1
2024-09-15,3,3,5,1793,1310,23,0,14.483335421259534,7.298325826159278,9,15,6,1
2024-02-26,5,1,4,1215,1390,86,2,34.702341020001555,0.571065062175427,2,26,0,1
2024-03-31,6,3,0,656,1137,-12,0,0.0972376379575279,8.3921273559707,3,31,6,0
2024-08-17,0,4,11,930,338,130,2,48.50918156696829,1.2466654334790297,8,17,5,1
2024-12-01,2,9,5,1930,2412,108,2,32.62750741269727,0.7948313980195495,12,1,6,1
2024-08-11,4,3,7,2292,1125,10,0,6.478470515826577,9.516463697827962,8,11,6,0
2024-03-05,2,7,1,2214,1888,35,1,20.651180216989395,4.216163505685828,3,5,1,1
2024-11-22,2,10,6,1057,931,28,1,17.7470664237074,4.662861820648899,11,22,4,1
2024-05-13,1,8,6,1983,1092,16,0,12.486095278659633,7.417813403498709,5,13,0,1
2024-09-09,0,6,5,1917,2291,163,2,49.99594789362202,1.0652477418907975,9,9,0,1
2024-12-08,6,0,10,2005,1198,41,0,2.2237524256851544,8.13556662505592,12,8,6,1
2024-05-03,1,5,8,2146,824,48,0,9.420696718586502,8.959222383524256,5,3,4,1
2024-08-07,4,5,11,1727,1562,10,0,7.636503645182794,9.871364040242597,8,7,2,0
2024-10-06,1,3,5,2043,2105,34,0,10.516921859281815,8.726252961626301,10,6,6,1
2024-02-20,4,10,11,1243,2048,32,1,21.60267837651685,3.701452779886013,2,20,1,1
2024-01-11,4,2,8,1639,2072,47,0,13.855340365634223,7.769730337450961,1,11,3,1
2024-06-03,1,10,8,1030,2129,27,0,9.33862885950615,9.355639804740004,6,3,0,1
2024-10-30,2,6,4,727,524,11,0,14.26205062862545,7.684886652029833,10,30,2,0
2024-01-22,2,0,2,1232,1784,15,0,6.199126296211277,7.216688282338207,1,22,0,0
2024-07-31,5,0,6,2212,1183,0,0,12.332845058540697,8.004940784191245,7,31,2,0
2024-08-24,2,9,2,1985,2161,33,1,14.635840493620544,4.395190986579849,8,24,5,1
2024-12-10,0,6,11,969,419,11,0,3.127978673608979,7.121679744054873,12,10,1,0
2024-04-10,5,0,5,1234,1858,34,0,8.554959815123988,7.048682606685824,4,10,2,1
2024-12-31,3,9,8,544,1110,74,2,33.28934413685671,1.1672944858685486,12,31,1,1
2024-06-23,6,11,9,623,545,27,1,10.054747381771232,3.186107624749218,6,23,6,1
2024-01-30,5,2,4,1119,1668,19,1,15.465561946064982,2.8583044347711795,1,30,1,1
2024-04-23,4,10,4,1343,1844,126,2,31.152612954571644,0.7207725811378876,4,23,1,1
2024-10-26,3,10,2,1981,646,74,2,37.53910067810919,1.8216704713804417,10,26,5,1
2024-02-19,5,11,0,2246,1862,43,1,21.67445288447445,4.322483661228418,2,19,0,1
2024-05-07,6,2,10,1814,2216,105,2,26.250287174251188,1.1479741977897064,5,7,1,1
2024-09-02,2,9,1,1341,1422,146,2,36.46499308795396,0.5811149598474569,9,2,0,1
2024-01-29,5,3,8,756,2198,18,1,18.82863384852055,3.691068422992154,1,29,0,1
2024-08-24,4,10,4,1640,2000,9,0,0.9156188669444316,8.329294640319183,8,24,5,0
2024-01-17,2,7,10,1256,1873,14,0,5.310175119206554,8.096908752929906,1,17,2,0
